"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2022-11-08T11:22:33.847-00:00";"2022-11-08T11:34:18.873-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Sometimes";"Sometimes";"Always";"Never";"Rarely ";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Always";"Never";"Rarely";"Sometimes";"Never";"Rarely";"Yes, but still waiting for payment";"";"Regular payment";"Quite unhappy";"Neutral";"Yes, but sometimes power cut (two hours every day)";"";"1%-24%";"25%-49%";"25%-49%";"0%";"Quite happy";"The whole land";"Two years before the construction work started";"No";"";"";"Not all";"It's much more damaged";"Much less wildlife";"Disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Food security ";"Health and wellbeing";"Livelihood and economy";"27";"Woman";"Postgraduate degree";"Fishing";"";"Farming crops (for household) Farming crops (to sell) Fishing (for household) Fishing (to sell) Livestock (for household)";"1";"1";"1";"1";"1";"0";"";"";"";"";"";"";"";"";"";"1";"6";"2";"Bike Bed Table Chairs Gas stove Water Electricity";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"";"";"198611797";"c828340a-e706-41be-97d8-3ea318a425be";"2022-11-08T11:34:32";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"11"
"2022-11-08T11:21:31.637-00:00";"2022-11-08T11:36:07.076-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Low importance";"";"Mostly";"Never";"Never";"Never";"Never";"Always";"Mostly";"Mostly";"Sometimes";"Rarely ";"Neutral";"";"Never";"Never";"Never";"Rarely";"Sometimes";"Never";"Never";"Never";"Never";"Never";"Not applicable, no compensation due";"No";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"75%-100%";"0%";"75%-100%";"0%";"Very happy";"No impact";"When the dam was initially proposed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Strongly agree";"";"Livelihood and economy";"Access to clean energy";"Food security";"Regulate climate change";"Protect biodiversity and environment";"";"Health and wellbeing";"Livelihood and economy";"Sustainable economic growth and employment opportunities";"33";"Woman";"Undergraduate degree";"Tourism";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"1";"Motorbike/scooter TV Radio Fan Bed Table Chairs Gas stove Fridge Water Electricity";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"";"";"198612400";"a83b726e-e17f-4c3e-8aca-8b5e1489064b";"2022-11-08T11:36:17";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"12"
"2022-11-08T11:21:28.487-00:00";"2022-11-08T11:36:32.969-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"No";"Yes";"Neutral";"";"Never";"Never";"Never";"Never";"Never";"Mostly";"Sometimes";"Mostly";"Rarely ";"Rarely ";"Low importance";"";"Never";"Never";"Never";"Never";"Sometimes";"Sometimes";"Never";"Never";"Mostly";"Sometimes";"No, not compensated";"No";"";"";"";"Yes, always";"";"25%-49%";"";"";"";"Quite happy";"No impact";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Neither agree or disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"";"Better infrastructure";"Education";"Reduce inequality among and within countries";"26";"Prefer not to say";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"7";"3";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Freezer Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"";"";"198612608";"17dd3dec-521c-4d60-9706-ecd42b15df37";"2022-11-08T11:36:44";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"13"
"2022-11-08T11:21:50.921-00:00";"2022-11-08T11:43:36.274-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Rarely ";"Mostly";"Always";"Mostly";"Always";"Always";"Very important";"";"Mostly";"Mostly";"Always";"Mostly";"Always";"Rarely";"Rarely";"Rarely";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"75%-100%";"25%-49%";"25%-49%";"25%-49%";"Quite happy";"Less than half of the land";"One year before the construction work started";"No";"";"";"Not all";"No change";"No change";"Disagree";"";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Food security";"Regulate climate change";"";"Education";"Gender equality and women's empowerment";"Access to clean energy";"43";"Woman";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"5";"2";"Bike Car Radio Fan Bed Table Chairs Gas stove Microwave Fridge Internet Water Electricity";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"";"";"198614977";"a76220f6-1ecb-4895-8421-6d69b01d3806";"2022-11-08T11:43:46";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"14"
"2022-11-08T11:21:22.028-00:00";"2022-11-08T11:47:03.555-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Always";"Never";"Always";"Never";"Never";"Always";"Never";"Never";"Never";"Never";"Important";"";"Never";"Never";"Never";"Mostly";"Sometimes";"Mostly";"Never";"Never";"Never";"Sometimes";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"75%-100%";"0%";"75%-100%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"Not all";"No change";"Slightly less wildlife";"Neither agree or disagree";"";"Access to clean energy";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"30";"Man";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"1";"Bike Car TV Radio Computer Washing machine Bed Table Chairs Gas stove Fridge Internet Water Electricity";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"";"";"198616168";"5573a8a4-8bff-4b1f-85c5-96084bf697ee";"2022-11-08T11:47:14";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"15"
"2022-11-08T11:21:11.165-00:00";"2022-11-08T11:48:49.983-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Sometimes";"Always";"Sometimes";"Mostly";"Mostly";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Sometimes";"Sometimes";"Mostly";"Mostly";"Mostly";"No, not compensated";"Yes";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"50%-74%";"25%-49%";"1%-24%";"1%-24%";"Quite unhappy";"Less than half of the land";"One year before the construction work started";"No";"";"";"No, I wasn't listened to at all";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Food security";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"Livelihood and economy";"";"Food security ";"Health and wellbeing";"Sustainable use of natural resources";"";"Man";"Secondary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"8";"3";"2";"Bike Motorbike/scooter Car TV Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"198616936";"c514f806-fce1-4976-a968-60a3249ebb58";"2022-11-08T11:49:00";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"16"
"2022-11-08T11:22:49.367-00:00";"2022-11-08T11:49:34.476-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Important";"";"Rarely ";"Never";"Rarely ";"Never";"Never";"Never";"Mostly";"Never";"Never";"Never";"Low importance";"";"Sometimes";"Rarely";"Rarely";"Mostly";"Mostly";"Rarely";"Never";"Rarely";"Never";"Rarely";"Yes, but still waiting for payment";"";"Regular payment";"Quite unhappy";"Neutral";"Yes, but mostly power cut (more than five hours every day)";"";"1%-24%";"1%-24%";"1%-24%";"0%";"Very unhappy";"The whole land";"Six months before the construction work started";"No";"";"";"No, I wasn't listened to at all";"It's much more damaged";"No change";"Disagree";"";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Food security ";"Sustainable economic growth and employment opportunities";"Better infrastructure";"32";"Man";"Secondary School";"Labourer / daily wage earner";"";"";"";"";"";"";"";"";"Fishing";"";"Fishing (for household) Fishing (to sell)";"0";"0";"1";"1";"0";"0";"9";"8";"3";"Bike TV Radio Washing machine Fan Bed Table Chairs Electricity";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"";"";"198617241";"4715da80-a70b-4878-8d8c-4afe4d3bd12c";"2022-11-08T11:49:46";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"17"
"2022-11-08T11:21:46.675-00:00";"2022-11-08T11:51:46.999-00:00";"Other (please specify)";"0";"0";"0";"0";"0";"0";"1";"Urban";"Not affected (far from dam)";"";"Yes";"Yes";"Very important";"";"Always";"";"";"";"";"";"";"";"";"";"Important";"";"";"";"";"";"Always";"";"";"";"";"";"Not applicable, no compensation due";"No";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"75%-100%";"0%";"75%-100%";"0%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Strongly agree";"";"Livelihood and economy";"Protect biodiversity and environment";"Food security";"Access to clean energy";"Regulate climate change";"";"Livelihood and economy";"Food security ";"Access to clean energy";"38";"Woman";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"2";"2";"Car Computer Washing machine Bed Table Chairs Gas stove Microwave Fridge Freezer Internet Water Electricity";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"";"";"198618094";"36ee7d8f-be86-4de6-a54b-0c61ed4f82ed";"2022-11-08T11:51:57";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"18"
"2022-11-08T11:22:19.832-00:00";"2022-11-08T13:05:41.899-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Not affected (far from dam)";"";"Yes";"Yes";"Low importance";"";"Rarely ";"Never";"Rarely ";"Rarely ";"Rarely ";"Sometimes";"Mostly";"Rarely ";"Rarely ";"Rarely ";"Low importance";"";"Rarely";"Sometimes";"Rarely";"Never";"Rarely";"Sometimes";"Never";"Never";"Rarely";"Rarely";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"50%-74%";"0%";"50%-74%";"25%-49%";"Quite happy";"No impact";"Two years before the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Livelihood and economy";"Access to clean energy";"Food security";"Regulate climate change";"Protect biodiversity and environment";"";"Better infrastructure";"Sustainable cities and human development";"Global partnerships";"35";"Man";"Postgraduate degree";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"2";"1";"Car TV Radio Computer Washing machine Fan Bed Table Chairs Fridge Internet Water Electricity";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"";"";"198645924";"38598611-fd83-45c5-ac20-55db47fd44a3";"2022-11-08T13:04:53";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"19"
"2023-02-27T12:15:36.596+05:30";"2023-02-27T12:30:15.511+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Sometimes";"Sometimes";"Never";"Never";"Never";"Mostly";"Always";"Mostly";"Always";"Always";"Very important";"";"Sometimes";"Mostly";"Sometimes";"Always";"Mostly";"Sometimes";"Mostly";"Never";"Always";"Always";"Not applicable, no compensation due";"Yes";"";"";"";"Yes, but sometimes power cut (two hours every day)";"";"50%-74%";"0%";"0%";"0%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Protect biodiversity and environment";"Livelihood and economy";"Food security";"Access to clean energy";"Regulate climate change";"";"Education";"Reduce inequality among and within countries";"Protect biodiversity and environment";"21";"Man";"Undergraduate degree";"Other";"Student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"6";"1";"TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"221731562";"f36e448d-6a8e-414e-9671-002f9fbbcf1b";"2023-02-27T07:00:29";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"20"
"2023-02-27T12:13:23.160+05:30";"2023-02-27T12:31:17.791+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"No";"Yes";"Very important";"";"";"Always";"Always";"";"";"";"Always";"";"";"";"Very important";"";"Always";"";"";"";"";"";"";"Always";"";"";"No, not compensated";"No";"";"";"";"Yes, always";"";"50%-74%";"";"";"";"Very unhappy";"Two-thirds of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"Regulate climate change";"Food security";"";"Education";"Health and wellbeing";"Peaceful and inclusive society";"20";"Man";"Undergraduate degree";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"";"TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"";"";"221731706";"0d4c5d83-3769-42ef-bc8b-186bab4b0f15";"2023-02-27T07:01:28";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"21"
"2023-02-27T06:44:36.291-00:00";"2023-02-27T07:12:01.536-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Always";"Never";"Never";"Never";"Never";"Never";"Always";"Always";"Mostly";"Mostly";"Very important";"";"Mostly";"Mostly";"Never";"Always";"Always";"Always";"Always";"Always";"Sometimes";"Sometimes";"Yes, partial compensation";"";"One-off payment";"Quite happy";"Very unah";"Yes, but sometimes power cut (two hours every day)";"";"50%-74%";"25%-49%";"75%-100%";"50%-74%";"Quite happy";"Half of the land";"Just when the construction work started";"Yes";"Directly spoke to decision makers";"";"Yes, to some extent";"No change";"No change";"Strongly agree";"";"Protect biodiversity and environment";"Food security";"Livelihood and economy";"Access to clean energy";"Regulate climate change";"";"Education";"Gender equality and women's empowerment";"Sustainable use of water and sanitation for all";"24";"Man";"Undergraduate degree";"Other";"Postgraduate Student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"4";"1";"Motorbike/scooter Car TV Computer Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"221733537";"f95e0438-2bd8-4b20-9a35-5be408811408";"2023-02-27T07:12:13";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"22"
"2023-02-27T12:30:15.615+05:30";"2023-02-27T12:42:41.358+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Mostly";"Never";"Never";"Sometimes";"Never";"Sometimes";"Mostly";"Mostly";"Sometimes";"Sometimes";"Very important";"";"Always";"Sometimes";"Always";"Sometimes";"Mostly";"Sometimes";"Mostly";"Always";"Mostly";"Mostly";"Yes, partial compensation";"";"Regular payment";"Quite unhappy";"Quite unhappy";"Yes, but mostly power cut (more than five hours every day)";"";"0%";"0%";"0%";"0%";"Very unhappy";"Two-thirds of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Livelihood and economy";"Food security";"Regulate climate change";"Access to clean energy";"Protect biodiversity and environment";"";"Livelihood and economy";"Food security ";"Health and wellbeing";"38";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"6";"2";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"221733622";"9062420e-5d02-465e-a792-ffb9ca1eb056";"2023-02-27T07:12:54";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"23"
"2023-02-27T12:31:18.399+05:30";"2023-02-27T12:46:14.775+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Important";"";"Sometimes";"";"";"";"";"";"";"";"Always";"Always";"Very important";"";"Always";"";"Always";"Always";"Always";"";"";"";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"";"";"";"";"Quite unhappy";"Half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Education";"Health and wellbeing";"Global partnerships";"19";"Woman";"Undergraduate degree";"Other";"Lab Assistant";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-2";"5";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Internet Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"";"";"221734073";"e7ee7b0c-1697-4b95-bc6b-ae35cd6da2fb";"2023-02-27T07:16:25";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"24"
"2023-02-27T12:42:41.443+05:30";"2023-02-27T12:53:02.671+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Always";"Never";"Always";"Never";"Never";"Mostly";"Always";"Sometimes";"Rarely ";"Rarely ";"Very important";"";"Sometimes";"Sometimes";"Never";"Mostly";"Never";"Rarely";"Rarely";"Never";"Rarely";"Rarely";"Yes, full compensation as promised";"";"Both";"Neutral";"Neutral";"Yes, always";"";"25%-49%";"75%-100%";"75%-100%";"0%";"Neutral";"The whole land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Regulate climate change";"Protect biodiversity and environment";"";"Food security ";"Education";"Gender equality and women's empowerment";"19";"Woman";"Secondary School";"Other";"student";"";"";"";"";"";"";"";"Other";"student";"";"";"";"";"";"";"";"0";"7";"2";"Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"221735198";"58f62395-d287-4544-8e35-0a56e0b88358";"2023-02-27T07:23:28";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"25"
"2023-02-27T07:12:01.684-00:00";"2023-02-27T07:29:33.407-00:00";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (nearby village)";"";"Yes";"Yes";"Very important";"";"Sometimes";"Always";"Always";"Always";"Never";"Always";"Always";"Rarely ";"Always";"Always";"Very important";"";"Always";"Sometimes";"Rarely";"Sometimes";"Always";"Never";"Always";"Never";"Always";"Always";"Not applicable, no compensation due";"Yes";"";"";"";"Yes, but mostly power cut (more than five hours every day)";"";"0%";"50%-74%";"0%";"1%-24%";"Neutral";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Regulate climate change";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"";"Education";"Health and wellbeing";"Sustainable use of natural resources";"20";"Man";"Secondary School";"Other";"student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"5";"3";"Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"221736200";"bd04e3b6-22d5-44cd-82be-75a8ab512da7";"2023-02-27T07:29:36";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"26"
"2023-02-27T12:46:15.430+05:30";"2023-02-27T13:04:29.843+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Displaced";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Always";"Mostly";"Mostly";"Mostly";"Sometimes";"Sometimes";"Mostly";"Always";"Very important";"";"Sometimes";"Sometimes";"Rarely";"Mostly";"Mostly";"Sometimes";"Rarely";"Always";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"50%-74%";"1%-24%";"75%-100%";"25%-49%";"Quite happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Agree";"";"Livelihood and economy";"Protect biodiversity and environment";"Access to clean energy";"Food security";"Regulate climate change";"";"Education";"Health and wellbeing";"Food security ";"19";"Woman";"Undergraduate degree";"Other";"student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"2";"Motorbike/scooter Car Radio Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"221737231";"fe1abe31-b4cc-4875-a656-c54a1ad2d6e6";"2023-02-27T07:34:40";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"27"
