start,end,please_select_which_group_the_respondent_belongs_to,please_select_which_group_the_respondent_belongs_to_local_community,please_select_which_group_the_respondent_belongs_to_local_government,please_select_which_group_the_respondent_belongs_to_national_government,please_select_which_group_the_respondent_belongs_to_regulator,please_select_which_group_the_respondent_belongs_to_ngo_civil_society,please_select_which_group_the_respondent_belongs_to_utility_provider,please_select_which_group_the_respondent_belongs_to_other_please_specify,other_specify_11,how_was_the_respondent_affected_by_the_construction_of_the_dam,other_specify_13,do_you_understand_the_purpose_of_our_research,do_you_consent_to_participating_in_our_research,how_important_is_the_river_for_you,how_do_you_use_the_river,drinking_water_18,irrigation_19,washing_and_bathing,fishing_for_consumption,fishing_to_sell,tourism,cultural_significance_24,transport,prevent_climate_change_26,protect_biodiversity_27,how_important_are_forests_for_you,how_do_you_use_the_forest,firewood,collecting_herbs_medicinal_plants,food_animal,food_fruits,cultural_significance_34,construction,livestock_grazing,agriculture,prevent_climate_change_38,protect_biodiversity_39,have_you_received_any_financial_compensation_following_construction_of_the_dam,do_you_think_you_should_have_been_compensated_following_construction_of_the_dam,how_did_will_you_receive_this_compensation,are_you_happy_with_the_amount_of_compensation,are_you_happy_with_the_timing_of_compensation,do_you_have_access_to_electricity,do_you_receive_any_of_these_services_from_the_dam,electricity,irrigation_48,drinking_water_49,employment,how_do_you_feel_about_the_benefits_you_receive_from_the_dam,has_any_land_that_you_own_or_rent_been_impacted_by_the_dam,when_did_you_hear_about_the_construction_of_the_dam,did_you_have_the_opportunity_to_participate_in_decision_making,how_did_you_participate_in_decision_making,how_did_you_participate_in_decision_making_other_specify,do_you_feel_that_decision_makers_listened_to_you,have_you_noticed_a_change_in_the_environment_around_you_following_the_construction_of_the_dam,have_you_noticed_a_change_in_the_amount_of_wildlife_around_you_following_the_construction_of_the_dam,dam_development_has_fairly_balanced_the_needs_for_society_biodiversity_conservation_and_energy_generation_do_you,how_important_are_the_following_themes_to_you_61,x1st_choice_62,x2nd_choice_63,x3rd_choice_64,x4th_choice,x5th_choice,how_important_are_the_following_themes_to_you_67,x1st_choice_68,x2nd_choice_69,x3rd_choice_70,what_is_your_age,what_gender_do_you_identify_with,what_is_your_highest_level_of_education,what_is_your_current_occupation,other_specify_75,please_select_all_that_apply_76,please_select_all_that_apply_farming_crops_for_household_77,please_select_all_that_apply_farming_crops_to_sell_78,please_select_all_that_apply_fishing_for_household_79,please_select_all_that_apply_fishing_to_sell_80,please_select_all_that_apply_livestock_for_household_81,please_select_all_that_apply_livestock_to_sell_82,what_was_your_occupation_before_the_dam_was_built,other_specify_84,please_select_all_that_apply_85,please_select_all_that_apply_farming_crops_for_household_86,please_select_all_that_apply_farming_crops_to_sell_87,please_select_all_that_apply_fishing_for_household_88,please_select_all_that_apply_fishing_to_sell_89,please_select_all_that_apply_livestock_for_household_90,please_select_all_that_apply_livestock_to_sell_91,in_the_last_year_how_many_months_have_you_received_a_salary_or_income,how_many_people_live_in_your_household,in_the_last_year_how_many_people_in_your_household_received_a_salary_or_other_source_of_income,which_of_these_do_you_have_in_your_household,which_of_these_do_you_have_in_your_household_bike,which_of_these_do_you_have_in_your_household_motorbike_scooter,which_of_these_do_you_have_in_your_household_car,which_of_these_do_you_have_in_your_household_tv,which_of_these_do_you_have_in_your_household_radio,which_of_these_do_you_have_in_your_household_computer,which_of_these_do_you_have_in_your_household_washing_machine,which_of_these_do_you_have_in_your_household_air_conditioning,which_of_these_do_you_have_in_your_household_fan,which_of_these_do_you_have_in_your_household_bed,which_of_these_do_you_have_in_your_household_table,which_of_these_do_you_have_in_your_household_chairs,which_of_these_do_you_have_in_your_household_gas_stove,which_of_these_do_you_have_in_your_household_microwave,which_of_these_do_you_have_in_your_household_fridge,which_of_these_do_you_have_in_your_household_freezer,which_of_these_do_you_have_in_your_household_pressure_cooker,which_of_these_do_you_have_in_your_household_internet,which_of_these_do_you_have_in_your_household_water,which_of_these_do_you_have_in_your_household_electricity,what_country_do_you_live_in,what_is_your_highest_level_of_formal_education,id,uuid,submission_time,validation_status,notes,status,submitted_by,version,tags,index
2023-03-10T07:29:22Z,2023-03-10T07:34:37Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Mostly,Sometimes,Mostly,Never,Never,Never,Never,Never,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, partial compensation",NA,One-off payment,Quite unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,When the dam was initially proposed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Health and wellbeing,Food security ,Livelihood and economy,68,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Internet Water Electricity,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,NA,NA,224110565,ab9f2802-096d-4eed-baec-000fc765840f,2023-03-10T07:34:48Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,68
2023-03-10T07:34:38Z,2023-03-10T07:46:42Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Yes, full compensation as promised",NA,One-off payment,Very unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly more wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Food security ,Livelihood and economy,Health and wellbeing,51,Man,Primary School,Other,social worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,224113049,758d4671-3ffb-4989-a3c1-eec1f1f383e2,2023-03-10T07:46:53Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,69
2023-03-10T07:46:42Z,2023-03-10T07:51:04Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, partial compensation",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,No change,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Health and wellbeing,Livelihood and economy,Food security ,56,Man,Primary School,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,Motorbike/scooter Fan Bed Table Chairs Gas stove Microwave Fridge Water Electricity,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,NA,NA,224113908,44c0dcd9-e0f2-4248-abd3-11386697bff5,2023-03-10T07:51:14Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,70
2023-03-10T07:51:04Z,2023-03-10T08:00:01Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Rarely ,Rarely ,Rarely ,Never,Never,Never,Never,Never,Always,Always,Very important,NA,Rarely,Rarely,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, full compensation as promised",NA,One-off payment,Quite happy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,The whole land,When the dam was initially proposed,Yes,No opportunity to participate,NA,"Yes, to some extent",It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Health and wellbeing,Livelihood and economy,Food security ,82,Man,Primary School,NA,NA,NA,NA,NA,NA,NA,NA,NA,Labourer / daily wage earner,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Motorbike/scooter Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,224115971,d2dccba1-2af0-46fd-892d-5567bda34978,2023-03-10T08:00:12Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,71
2023-03-21T11:28:33Z,2023-03-21T11:39:28Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,NA,Mostly,"Yes, partial compensation",NA,One-off payment,Quite happy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Two-thirds of the land,Two years before the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Much more wildlife,Disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Health and wellbeing,Education,54,Man,Secondary School,Other,Driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,Car TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,226679107,de7863a6-8d4f-4748-b9ad-9e37609f4418,2023-03-21T11:39:40Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,72
2023-03-21T11:42:20Z,2023-03-21T11:50:08Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Mostly,Mostly,Never,Mostly,Mostly,Very important,NA,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,Always,Always,"Yes, partial compensation",NA,NA,Quite unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Two years before the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Much more wildlife,Neither agree or disagree,NA,Livelihood and economy,Regulate climate change,Access to clean energy,Protect biodiversity and environment,Food security,NA,Livelihood and economy,Health and wellbeing,Education,54,Man,Secondary School,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,226683055,32c5f91e-3cc8-46cd-9b26-d4e091e00292,2023-03-21T11:50:21Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,73
2023-03-21T12:06:04Z,2023-03-21T12:14:46Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Mostly,Always,Always,Always,Very important,NA,Never,Never,Rarely,Rarely,Mostly,Rarely,Never,Never,Mostly,Mostly,"Yes, partial compensation",NA,NA,Quite happy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Disagree,NA,Protect biodiversity and environment,Livelihood and economy,Access to clean energy,Food security,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,35,Man,Secondary School,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,226690356,681fd069-36f0-4c29-ae16-e0fecde91353,2023-03-21T12:14:59Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,74
2023-03-21T12:31:35Z,2023-03-21T12:39:18Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Very important,NA,Sometimes,Sometimes,Always,Never,Always,Always,Always,Always,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Quite happy,Quite happy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,Much more wildlife,Disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Livelihood and economy,Health and wellbeing,Food security ,48,Woman,Primary School,Livestock,NA,Livestock (for household),0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,226698250,7171cbe7-768f-43c2-8c8d-f385acbfc25e,2023-03-21T12:39:30Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,75
2023-03-21T12:41:12Z,2023-03-21T12:49:33Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (nearby village),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Always,Always,Always,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Very happy,Quite happy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Food security,Access to clean energy,NA,Livelihood and economy,Food security ,Health and wellbeing,50,Woman,Primary School,Livestock,NA,Livestock (for household),0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,TV Bed Table Chairs Gas stove Pressure cooker Water Electricity,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,NA,NA,226700919,f812545e-fff0-421a-b3a1-082168dd371d,2023-03-21T12:49:45Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,76
2023-03-22T04:40:41Z,2023-03-22T04:59:41Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Always,Never,Never,Never,Never,Rarely ,Always,Rarely ,Always,Always,Very important,NA,Rarely,Never,Mostly,Rarely,Always,Never,Never,Rarely,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Neutral,Very unah,"Yes, always",NA,0%,0%,0%,1%-24%,Quite unhappy,Two-thirds of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,No change,No change,Agree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Livelihood and economy,Health and wellbeing,Education,55,Man,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,Other,Student,NA,NA,NA,NA,NA,NA,NA,12,6,1,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,226855284,6e852ce4-30cc-401b-8607-c5b2843bb7c1,2023-03-22T04:59:54Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,77
2023-03-29T13:50:26Z,2023-03-29T13:56:53Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Mostly,Mostly,Mostly,Very important,NA,Rarely,Mostly,Mostly,Mostly,Mostly,Rarely,Rarely,Rarely,Mostly,Mostly,"Yes, partial compensation",NA,One-off payment,Quite unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Protect biodiversity and environment,Food security,Regulate climate change,Livelihood and economy,Access to clean energy,NA,Protect biodiversity and environment,Regulate climate change,Gender equality and women's empowerment,62,Woman,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,Motorbike/scooter Car Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,228654314,5550354b-f47b-4827-a5e2-d341332adb31,2023-03-29T13:57:08Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,78
2023-03-29T13:56:53Z,2023-03-29T14:05:18Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Yes, partial compensation",NA,One-off payment,Very unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Slightly more wildlife,Strongly disagree,NA,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Food security,Access to clean energy,NA,Gender equality and women's empowerment,Sustainable economic growth and employment opportunities,Education,57,Man,Primary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,228656584,0d94cc0e-bce3-4e95-8ef9-a292a9340253,2023-03-29T14:05:29Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,79
2023-03-29T14:05:18Z,2023-03-29T14:09:36Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,Very important,NA,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,"Yes, partial compensation",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Disagree,NA,Protect biodiversity and environment,Regulate climate change,Access to clean energy,Food security,Livelihood and economy,NA,Health and wellbeing,Livelihood and economy,Peaceful and inclusive society,50,Man,Secondary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,Farming,NA,Farming crops (for household),1,0,0,0,0,0,12,6,1,Bike Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,228657587,0ab85c3c-8b88-409c-a4ec-d95f4df7b8b0,2023-03-29T14:09:48Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,80
2023-03-29T14:09:36Z,2023-03-29T14:13:43Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Quite happy,Quite happy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Health and wellbeing,Education,Livelihood and economy,48,Woman,Undergraduate degree,Farming,NA,Farming crops (for household),1,0,0,0,0,0,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Water Electricity,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,NA,NA,228658583,071a19b9-0926-44ea-990b-5140171364e2,2023-03-29T14:13:56Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,81
2023-03-29T14:13:43Z,2023-03-29T14:17:26Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Always,Never,Always,Always,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,"Yes, full compensation as promised",NA,One-off payment,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Health and wellbeing,Sustainable use of water and sanitation for all,Education,58,Woman,Primary School,Farming,NA,Farming crops (for household),1,0,0,0,0,0,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,9,1,Bike Motorbike/scooter Car TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,228659839,884fb9d8-1723-4e9f-b687-817aa1a38f87,2023-03-29T14:17:38Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,82
2023-03-29T14:17:26Z,2023-03-29T14:22:11Z,Local community,1,0,0,0,0,0,0,NA,Displaced,NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Yes, partial compensation",NA,One-off payment,Quite unhappy,Quite unhappy,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,The whole land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much less wildlife,Strongly disagree,NA,Regulate climate change,Protect biodiversity and environment,Food security,Livelihood and economy,Access to clean energy,NA,Regulate climate change,Livelihood and economy,Sustainable use of water and sanitation for all,45,Man,Undergraduate degree,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,Farming,NA,Farming crops (for household),1,0,0,0,0,0,12,4,1,Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,228661136,c79688d3-74c2-4fcf-b785-54265ab70cf9,2023-03-29T14:22:24Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,83
2023-05-24T05:06:43Z,2023-05-24T05:17:12Z,Other (please specify),0,0,0,0,0,0,1,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Always,Always,Never,Always,Never,Always,Always,Never,Always,Always,Very important,NA,Never,Never,Always,Always,Always,Never,Never,Always,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,Access to clean energy,NA,Livelihood and economy,Health and wellbeing,Education,23,Man,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,2,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,240493219,70ce3cd3-edc4-4694-b5f6-0e5dca244918,2023-05-24T05:17:14Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,84
2023-06-15T04:50:07Z,2023-06-15T04:58:29Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Never,Never,Mostly,Never,Never,Rarely ,Always,Never,Always,Always,Very important,NA,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,50%-74%,0%,Very unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Livelihood and economy,Health and wellbeing,Gender equality and women's empowerment,45,Man,Secondary School,Farming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,TV Radio Fan Bed Gas stove Pressure cooker Water Electricity,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,NA,NA,245962558,9ed2e582-9788-48fb-9889-870362c35336,2023-06-15T04:58:31Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,85
2023-06-15T04:58:29Z,2023-06-15T05:02:41Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Very important,NA,Always,Never,Always,Always,Always,Rarely,Always,Always,Always,Always,"Yes, but still waiting for payment",NA,NA,Very unhappy,Very unah,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Less than half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's much more damaged,Much more wildlife,Strongly disagree,NA,Livelihood and economy,Regulate climate change,Protect biodiversity and environment,Food security,Access to clean energy,NA,Education,Health and wellbeing,Livelihood and economy,39,Man,Secondary School,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Motorbike/scooter TV Radio Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,245962993,5b3ebb5c-c9f8-420f-bfeb-44338ea2c79a,2023-06-15T05:02:43Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,86
